No.	halLeu	nipNip	galGal	aptHaa	aptOwe	aptRow	casCas	droNov	rheAme	rhePen	cryCin	tinGut	eudEle	notPer	anoDid	strCam	taeGut-aptFor	taeGut-galGal	aptHaa-aptOwe	aptHaa-aptRow	casCas-droNov	aptHaa-casCas	rheAme-rhePen	aptHaa-rheAme	cryCin-tinGut	eudEle-notPer	cryCin-eudEle	cryCin-anoDid	aptHaa-cryCin	aptHaa-strCam	taeGut-aptHaa
12	1	1	1	2	2	2	2	2	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1
13	1	1	1	2	2	2	2	2	1	1	1	2	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1
14	1	1	1	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1
15	0	1	0	2	2	2	2	2	0	0	0	1	0	0	0	1	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0
16	1	1	1	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
17	1	1	1	2	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1
19	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1
20	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	0	0
21	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
22	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1
23	1	1	1	2	2	2	2	2	2	2	1	2	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1
24	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1
25	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	0
26	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	0	2	2	2	2	1	1	1	1	1	1	1	1	0
27	1	1	1	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1
28	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1
29	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1
30	1	1	1	2	2	2	2	2	1	0	1	1	1	1	1	1	1	0	2	2	2	1	0	0	0	1	0	0	0	0	0
31	0	0	1	1	2	1	0	1	2	2	1	1	1	1	1	1	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0
32	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	0
33	0	0	1	2	2	2	2	2	1	1	1	1	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1	1	1	1	0
34	1	1	1	2	2	2	2	2	1	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1
35	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1
36	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1
37	1	1	1	2	2	2	2	2	1	2	1	2	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	0
38	0	1	0	2	2	2	2	2	2	1	1	1	1	1	1	1	0	0	2	2	1	1	1	1	1	1	1	1	1	1	0
39	1	1	1	2	2	2	2	2	1	2	1	2	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1
40	1	1	1	2	2	2	2	2	2	2	1	2	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	0
41	0	1	1	2	2	2	2	2	1	1	1	2	1	2	1	1	0	0	1	1	2	1	1	1	1	1	1	1	1	1	0
42	1	1	1	2	2	2	2	2	2	2	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	0
43	1	1	1	0	1	1	2	2	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	0	0
44	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
45	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
46	1	0	1	2	2	2	2	2	1	2	1	1	1	0	1	0	0	0	2	1	2	1	1	1	1	0	0	0	0	0	0
47	1	1	1	2	2	2	2	2	2	1	1	1	2	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	0	0
48	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1
49	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	0	1	1	2	2	1	1	1	1	1	1	1	1	1	0	0
50	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1
51	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	0
52	1	1	1	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1
53	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1
54	1	1	1	2	2	2	2	2	1	1	0	0	1	0	1	1	1	1	2	1	1	1	1	1	0	0	0	0	0	0	0
55	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1
56	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1
57	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	0
58	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	0
59	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
60	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1
61	0	0	0	2	2	2	2	2	2	2	1	2	2	2	2	1	0	0	2	2	2	1	1	1	1	1	1	1	1	1	0
62	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	0
63	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1
64	1	1	1	2	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
65	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1
66	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	0
67	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1
68	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1
69	1	1	1	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	0
70	1	1	1	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	0	0
71	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
72	1	1	1	2	2	2	2	2	1	1	1	1	1	2	1	1	1	0	1	1	2	1	1	1	1	1	1	1	1	0	0
73	1	1	1	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1
74	1	1	1	2	2	2	2	2	1	1	1	2	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	0
75	0	0	1	2	2	2	2	2	2	1	1	1	1	1	1	1	0	0	2	2	1	1	1	1	1	1	1	1	1	1	0
76	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1
77	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
78	1	1	1	2	2	2	2	2	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	0	0
79	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1
80	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1
81	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1
82	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
83	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
84	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1
85	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
86	1	1	1	2	2	2	2	2	1	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	0	0
87	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1
88	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	0
89	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	0	1	1	2	2	2	1	1	1	1	1	1	1	1	0	0
90	1	1	1	2	2	2	2	2	1	2	1	2	1	1	1	1	1	0	2	2	1	1	1	1	1	1	1	1	1	1	0
91	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	0	0
92	1	0	1	2	2	1	2	2	1	1	1	1	2	1	1	1	0	0	2	1	2	1	1	1	1	1	1	1	1	1	0
93	1	1	1	2	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	0
94	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	0	1	1	2	2	1	1	1	1	1	1	1	1	1	0	0
95	1	1	1	2	2	2	2	2	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	0
96	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1
97	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1
98	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0
99	1	1	1	2	2	2	2	2	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1
